Season Year,Week Number,Home Owner,Home Team,Home Score,Away Owner,Away Team,Away Score
2025,14,Dustin,Dusty’s Dingleberries,111.94,Jasper,Blue's Balls,131.2
2025,15,Trace,Gl Hf (you’re gay),152.32,Tess,Tess Finesse,160.48
2025,15,Casey,AARPFL,149.56,Jasper,Blue's Balls,167.98
2025,16,Dylan,Globo Gym,171.48,Tess,Tess Finesse,133.5
2025,16,Phillip,Ho Chi Win City,200.22,Jasper,Blue's Balls,155.42
2025,16,Trace,Gl Hf (you’re gay),113.9,Casey,AARPFL,123.96
2025,16,Mike,Jelqaida,161.36,Ryan,Bad team not good at football,140.98
2025,16,Boaz,Aaron codger,153.44,Dustin,Dusty’s Dingleberries,124.64
2025,17,Dylan,Globo Gym,119.75,Phillip,Ho Chi Win City,108.84
2025,17,Mike,Jelqaida,189.4,Boaz,Aaron codger,107.54
2025,17,Ryan,Bad team not good at football,96.33,Dustin,Dusty’s Dingleberries,94.4
2025,17,Tess,Tess Finesse,99.78,Jasper,Blue's Balls,137.92
